Date,Region,Product,Quantity,UnitPrice,StoreLocation,CustomerType,Discount,Salesperson,TotalPrice,PaymentMethod,Promotion,Returned,OrderID,CustomerName,ShippingCost,DeliveryDate,RegionManager
12/11/2023,North,Printer,16,438.71,Store C,Retail,0.15,Alice,7019.36,Online,,0,REG101424,Cust 4228,6.53,12/21/2023,Ryan
2/7/2025,South,Laptop,17,15.01,Store D,Wholesale,0.15,Diana,216.8945,Debit Card,SAVE10,1,REG100590,Cust 6948,22,2/13/2025,Sophie
9/26/2023,South,Chair,5,551.58,Store B,Retail,0.05,Alice,2344.215,Online,WINTER15,1,REG100077,Cust 1089,7.87,10/1/2023,Sophie
3/21/2024,North,Printer,14,524.9,Store C,Wholesale,0.15,Alice,6981.17,Cash,FREESHIP,1,REG101015,Cust 2540,20.23,3/30/2024,Ryan
2/10/2024,East,Printer,18,411.59,Store A,Wholesale,0.15,Bob,7408.62,Credit Card,WINTER15,0,REG101176,Cust 8154,9.62,2/16/2024,Eric
4/18/2023,East,Laptop,2,129.43,Store D,Retail,0,Alice,245.917,Debit Card,FREESHIP,0,REG101007,Cust 9593,6.91,4/21/2023,Eric
1/11/2025,East,Phone,20,400.05,Store D,Wholesale,0.2,Diana,7200.9,Debit Card,WINTER15,0,REG100635,Cust 1810,24.41,1/13/2025,Eric
6/16/2024,South,Desk,12,348.88,Store C,Wholesale,0.1,Alice,4186.56,Credit Card,SAVE10,0,REG100698,Cust 6914,31.28,6/21/2024,Sophie
5/20/2023,South,Monitor,13,90.86,Store A,Wholesale,0.15,Carlos,1181.18,Gift Card,SAVE10,0,REG100398,Cust 6033,16.74,5/25/2023,Sophie
4/9/2025,North,Monitor,4,518.43,Store A,Wholesale,0.05,Alice,2073.72,Online,SAVE10,0,REG100922,Cust 1656,30.86,4/14/2025,Ryan
12/23/2024,South,Chair,10,418.93,Store C,Wholesale,0.1,Bob,3770.37,Credit Card,FREESHIP,0,REG100643,Cust 8111,45.63,12/28/2024,Sophie
5/23/2024,East,Desk,4,20.96,Store D,Wholesale,0.05,Bob,79.648,Online,FREESHIP,1,REG100767,Cust 5926,33.67,5/31/2024,Eric
4/20/2024,West,Tablet,10,370.99,Store B,Retail,0.1,Frank,3153.415,Online,SAVE10,1,REG100756,Cust 4868,11.16,4/25/2024,Wendy
6/1/2023,South,Printer,2,279.38,Store D,Retail,0,Carlos,502.884,Online,FREESHIP,0,REG100383,Cust 8712,22.95,6/6/2023,Sophie
6/22/2023,South,Chair,14,291.09,Store A,Retail,0.15,Carlos,4075.26,Cash,,0,REG100157,Cust 7067,39.98,6/30/2023,Sophie
7/18/2023,North,Laptop,12,425.78,Store A,Retail,0.1,Bob,4598.424,Online,,1,REG100420,Cust 4240,25.48,7/22/2023,Ryan
12/7/2023,West,Desk,17,460.31,Store A,Retail,0.15,Diana,6651.4795,Online,WINTER15,0,REG101121,Cust 6633,40.18,12/15/2023,Wendy
10/17/2024,East,Laptop,10,91.75,Store D,Wholesale,0.1,Frank,779.875,Cash,WINTER15,0,REG100488,Cust 1428,37.27,10/21/2024,Eric
1/17/2023,South,Chair,3,348.38,Store B,Wholesale,0,Carlos,1045.14,Gift Card,FREESHIP,0,REG101145,Cust 3523,26.25,1/23/2023,Sophie
1/31/2024,North,Printer,5,232.29,Store A,Wholesale,0.05,Alice,1161.45,Online,,1,REG101064,Cust 5206,42.38,2/9/2024,Ryan
7/10/2024,South,Chair,20,504.22,Store D,Wholesale,0.2,Frank,10084.4,Online,WINTER15,0,REG100626,Cust 6107,14.61,7/19/2024,Sophie
6/27/2024,South,Chair,12,369.54,Store B,Retail,0.1,Diana,4212.756,Debit Card,WINTER15,1,REG100917,Cust 7034,39.16,7/5/2024,Sophie
3/20/2023,South,Phone,20,536.71,Store B,Retail,0.2,Carlos,9124.07,Debit Card,SAVE10,0,REG100781,Cust 4937,41.42,3/25/2023,Sophie
9/6/2023,West,Chair,3,312.97,Store C,Retail,0,Eva,891.9645,Credit Card,,1,REG101069,Cust 7872,20.06,9/12/2023,Wendy
3/29/2025,West,Tablet,13,113.78,Store C,Wholesale,0.15,Eva,1331.226,Online,FREESHIP,0,REG101428,Cust 2981,28.07,4/7/2025,Wendy
8/28/2023,East,Chair,3,376.24,Store A,Retail,0,Frank,1072.284,Debit Card,FREESHIP,1,REG100262,Cust 2762,6.15,9/1/2023,Eric
7/10/2024,South,Chair,20,150.16,Store C,Wholesale,0.2,Bob,3003.2,Cash,,0,REG101029,Cust 8124,41.66,7/12/2024,Sophie
1/27/2023,South,Phone,11,375.48,Store B,Retail,0.1,Bob,3923.766,Debit Card,WINTER15,0,REG100058,Cust 2647,15.95,2/3/2023,Sophie
2/29/2024,West,Printer,7,208.31,Store C,Wholesale,0.1,Frank,1385.2615,Online,SAVE10,0,REG101157,Cust 9835,26.57,3/3/2024,Wendy
8/6/2023,South,Monitor,7,498.32,Store B,Wholesale,0.1,Alice,3139.416,Credit Card,WINTER15,1,REG100192,Cust 2326,27.65,8/10/2023,Sophie
7/17/2024,North,Desk,17,279.38,Store B,Wholesale,0.15,Frank,4511.987,Credit Card,WINTER15,0,REG100720,Cust 6922,30.3,7/20/2024,Ryan
7/1/2024,West,Laptop,16,72.92,Store C,Wholesale,0.15,Frank,1108.384,Cash,FREESHIP,0,REG100183,Cust 7182,5.7,7/6/2024,Wendy
5/4/2025,North,Laptop,8,294.51,Store A,Wholesale,0.1,Diana,2002.668,Gift Card,,0,REG100352,Cust 5316,10.46,5/7/2025,Ryan
11/23/2024,South,Tablet,8,414.94,Store A,Wholesale,0.1,Alice,3319.52,Debit Card,SAVE10,0,REG100429,Cust 4423,46.58,11/26/2024,Sophie
6/23/2024,North,Monitor,9,36.21,Store C,Wholesale,0.1,Bob,277.0065,Credit Card,FREESHIP,0,REG101197,Cust 5771,6.71,6/30/2024,Ryan
3/24/2023,East,Desk,17,502.6,Store A,Wholesale,0.15,Frank,7689.78,Cash,,0,REG100940,Cust 9197,15.38,3/29/2023,Eric
6/14/2024,North,Monitor,19,596.03,Store C,Retail,0.2,Eva,9625.8845,Debit Card,,0,REG100750,Cust 2801,31.95,6/23/2024,Ryan
12/16/2023,North,Chair,9,57.93,Store C,Wholesale,0.1,Bob,521.37,Gift Card,FREESHIP,1,REG101469,Cust 2553,28.73,12/18/2023,Ryan
1/11/2023,East,Tablet,12,521.53,Store D,Retail,0.1,Eva,6258.36,Credit Card,SAVE10,1,REG100292,Cust 8704,49.59,1/20/2023,Eric
12/4/2023,West,Printer,1,268.19,Store B,Wholesale,0,Carlos,241.371,Gift Card,WINTER15,0,REG100474,Cust 5942,9.48,12/13/2023,Wendy
11/22/2024,South,Printer,19,364.32,Store B,Retail,0.15,Frank,5883.768,Debit Card,,1,REG100227,Cust 3247,39.76,11/25/2024,Sophie
7/8/2024,North,Monitor,18,415.04,Store C,Wholesale,0.15,Eva,6723.648,Cash,WINTER15,0,REG100199,Cust 9707,33.58,7/13/2024,Ryan
6/3/2023,West,Tablet,3,54.37,Store B,Wholesale,0,Frank,146.799,Credit Card,WINTER15,0,REG100440,Cust 2850,48.71,6/13/2023,Wendy
5/4/2024,West,Monitor,13,198.44,Store D,Wholesale,0.15,Carlos,2579.72,Cash,SAVE10,1,REG100464,Cust 9879,31.51,5/9/2024,Wendy
7/7/2024,North,Tablet,15,576.12,Store D,Retail,0.15,Alice,7777.62,Online,WINTER15,0,REG101151,Cust 6982,29.31,7/11/2024,Ryan
8/2/2023,South,Laptop,11,66.97,Store A,Retail,0.1,Bob,626.1695,Gift Card,FREESHIP,1,REG101216,Cust 7066,20.35,8/11/2023,Sophie
6/18/2023,South,Printer,13,181.68,Store C,Wholesale,0.15,Diana,2243.748,Gift Card,SAVE10,0,REG100497,Cust 7460,14.69,6/23/2023,Sophie
2/14/2024,East,Tablet,1,542.63,Store A,Retail,0,Carlos,515.4985,Credit Card,,0,REG101021,Cust 2608,33.2,2/21/2024,Eric
1/5/2024,East,Desk,2,454.01,Store B,Wholesale,0,Diana,908.02,Online,WINTER15,0,REG101342,Cust 1265,9.78,1/7/2024,Eric
4/25/2024,East,Tablet,1,173.56,Store D,Retail,0,Eva,156.204,Debit Card,FREESHIP,0,REG100375,Cust 9313,39.1,4/28/2024,Eric
5/31/2025,South,Monitor,3,390.28,Store B,Retail,0,Frank,1170.84,Online,WINTER15,1,REG100959,Cust 9338,45.22,6/10/2025,Sophie
4/22/2024,West,Tablet,5,382.17,Store C,Wholesale,0.05,Diana,1910.85,Credit Card,FREESHIP,0,REG100510,Cust 6746,17.72,4/25/2024,Wendy
1/20/2024,East,Laptop,19,482.07,Store B,Wholesale,0.2,Bob,8243.397,Credit Card,,0,REG100996,Cust 9724,25.96,1/26/2024,Eric
3/5/2023,East,Printer,11,488.17,Store B,Wholesale,0.1,Bob,5101.3765,Cash,WINTER15,1,REG101242,Cust 5153,37.47,3/11/2023,Eric
8/7/2024,East,Phone,1,94.33,Store A,Wholesale,0,Carlos,94.33,Online,,0,REG100207,Cust 2004,49.17,8/17/2024,Eric
5/10/2023,North,Desk,14,346.18,Store B,Wholesale,0.15,Alice,4361.868,Online,WINTER15,0,REG100002,Cust 5998,20.46,5/19/2023,Ryan
11/19/2023,North,Laptop,16,525.83,Store C,Wholesale,0.15,Frank,7992.616,Online,,0,REG100088,Cust 4844,36.47,11/25/2023,Ryan
2/27/2025,East,Monitor,18,432.52,Store D,Retail,0.15,Bob,7396.092,Credit Card,SAVE10,1,REG101400,Cust 2372,34.19,3/4/2025,Eric
3/31/2024,South,Laptop,13,428.59,Store D,Retail,0.15,Bob,5571.67,Cash,FREESHIP,0,REG101440,Cust 6542,23.89,4/8/2024,Sophie
11/16/2024,West,Tablet,17,266.83,Store D,Retail,0.15,Frank,4309.3045,Credit Card,WINTER15,0,REG100791,Cust 8826,32.52,11/23/2024,Wendy
5/5/2024,West,Desk,16,301.07,Store B,Retail,0.15,Carlos,4335.408,Gift Card,WINTER15,0,REG100905,Cust 2482,5.58,5/14/2024,Wendy
4/5/2024,East,Printer,4,410.59,Store A,Retail,0.05,Eva,1642.36,Cash,,0,REG101027,Cust 4097,17.36,4/9/2024,Eric
10/3/2024,South,Monitor,3,136.15,Store A,Retail,0,Diana,367.605,Gift Card,SAVE10,0,REG100603,Cust 6539,48.38,10/7/2024,Sophie
8/4/2024,North,Laptop,16,293.44,Store D,Wholesale,0.15,Diana,4460.288,Gift Card,SAVE10,0,REG101206,Cust 2951,42.56,8/14/2024,Ryan
2/8/2023,South,Tablet,7,247.53,Store C,Wholesale,0.1,Alice,1472.8035,Gift Card,FREESHIP,0,REG100187,Cust 2471,13.63,2/16/2023,Sophie
10/26/2023,West,Printer,16,70.83,Store B,Wholesale,0.15,Carlos,1076.616,Gift Card,,0,REG100881,Cust 1091,5.05,10/31/2023,Wendy
12/12/2023,North,Monitor,7,570.01,Store C,Wholesale,0.1,Carlos,3990.07,Credit Card,WINTER15,0,REG100350,Cust 5212,42.33,12/21/2023,Ryan
9/13/2024,East,Monitor,2,375.48,Store D,Retail,0,Diana,713.412,Credit Card,FREESHIP,0,REG100331,Cust 9694,26.39,9/15/2024,Eric
3/2/2023,West,Desk,15,166.24,Store D,Wholesale,0.15,Diana,2244.24,Debit Card,SAVE10,0,REG101390,Cust 7613,9.86,3/5/2023,Wendy
6/8/2025,West,Tablet,7,452.56,Store A,Wholesale,0.1,Frank,3009.524,Gift Card,FREESHIP,0,REG100129,Cust 4034,46.97,6/15/2025,Wendy
11/27/2023,West,Printer,1,71.24,Store A,Retail,0,Carlos,64.116,Debit Card,,1,REG100936,Cust 1074,43.69,12/3/2023,Wendy
2/17/2025,South,Chair,2,98.35,Store C,Retail,0,Eva,196.7,Debit Card,FREESHIP,0,REG100549,Cust 5172,28.65,2/19/2025,Sophie
4/21/2024,West,Printer,17,309.52,Store B,Wholesale,0.15,Eva,4998.748,Online,FREESHIP,0,REG100095,Cust 2539,6.11,4/27/2024,Wendy
12/26/2024,South,Desk,12,578.86,Store D,Retail,0.1,Frank,5904.372,Cash,FREESHIP,0,REG101299,Cust 2111,25.84,1/3/2025,Sophie
11/11/2024,East,Printer,15,140.54,Store A,Wholesale,0.15,Eva,1897.29,Credit Card,SAVE10,0,REG101120,Cust 3807,49.91,11/21/2024,Eric
1/7/2025,North,Chair,15,240.05,Store C,Retail,0.15,Carlos,3420.7125,Credit Card,FREESHIP,0,REG100800,Cust 6914,14.31,1/14/2025,Ryan
3/12/2023,West,Phone,4,149.3,Store A,Wholesale,0.05,Diana,537.48,Debit Card,FREESHIP,0,REG101179,Cust 2016,47.84,3/16/2023,Wendy
12/1/2023,South,Desk,5,396.93,Store B,Wholesale,0.05,Diana,1984.65,Credit Card,FREESHIP,0,REG100118,Cust 6895,48.63,12/8/2023,Sophie
12/18/2024,North,Monitor,9,306.42,Store C,Wholesale,0.1,Bob,2757.78,Online,,0,REG101359,Cust 1621,15.81,12/27/2024,Ryan
3/11/2023,South,Monitor,6,93.92,Store B,Wholesale,0.05,Eva,478.992,Credit Card,FREESHIP,0,REG100161,Cust 4438,11,3/18/2023,Sophie
5/3/2024,South,Laptop,6,266.67,Store B,Wholesale,0.1,Eva,1520.019,Debit Card,,0,REG100593,Cust 2219,48.49,5/11/2024,Sophie
9/16/2023,North,Desk,17,163.37,Store B,Wholesale,0.15,Eva,2360.6965,Gift Card,SAVE10,0,REG100426,Cust 4509,5.36,9/26/2023,Ryan
1/3/2024,West,Tablet,12,164.31,Store B,Wholesale,0.1,Eva,1774.548,Cash,,1,REG100171,Cust 3446,38.9,1/7/2024,Wendy
4/28/2025,North,Laptop,6,81.96,Store D,Wholesale,0.05,Diana,467.172,Credit Card,WINTER15,0,REG100925,Cust 3049,26.43,5/8/2025,Ryan
11/11/2023,East,Tablet,15,274.77,Store D,Retail,0.15,Eva,4121.55,Cash,,1,REG101405,Cust 3456,19.37,11/17/2023,Eric
9/29/2024,South,Laptop,12,204.15,Store C,Retail,0.15,Alice,2327.31,Debit Card,FREESHIP,1,REG101013,Cust 6075,26.4,10/7/2024,Sophie
3/3/2024,North,Phone,2,160.73,Store A,Wholesale,0,Frank,273.241,Cash,FREESHIP,0,REG101173,Cust 7587,20.18,3/11/2024,Ryan
3/13/2025,West,Monitor,16,38.49,Store C,Retail,0.15,Carlos,523.464,Debit Card,SAVE10,0,REG100069,Cust 3213,8.38,3/22/2025,Wendy
2/18/2024,North,Laptop,14,395.45,Store C,Retail,0.15,Carlos,5536.3,Cash,FREESHIP,1,REG100022,Cust 8137,36.45,2/22/2024,Ryan
12/7/2024,South,Chair,8,367.89,Store B,Retail,0.1,Alice,2795.964,Cash,FREESHIP,0,REG100342,Cust 9700,18.1,12/9/2024,Sophie
10/18/2023,North,Phone,5,48.06,Store A,Wholesale,0.05,Alice,240.3,Gift Card,FREESHIP,0,REG101312,Cust 3831,19.17,10/26/2023,Ryan
9/30/2023,South,Laptop,7,421.12,Store D,Wholesale,0.1,Diana,2505.664,Gift Card,,0,REG101058,Cust 8837,44.49,10/2/2023,Sophie
6/17/2024,East,Printer,18,547.05,Store C,Wholesale,0.15,Carlos,8862.21,Cash,FREESHIP,0,REG101209,Cust 3922,10.99,6/22/2024,Eric
9/11/2024,South,Tablet,9,238.32,Store C,Retail,0.1,Diana,2144.88,Cash,WINTER15,1,REG101479,Cust 5409,8.5,9/20/2024,Sophie
2/21/2024,East,Desk,5,34.06,Store D,Wholesale,0.05,Diana,161.785,Gift Card,,0,REG100939,Cust 9045,19.72,3/2/2024,Eric
8/26/2024,North,Monitor,9,364.88,Store C,Wholesale,0.1,Bob,3119.724,Cash,SAVE10,0,REG100978,Cust 4002,40.26,9/5/2024,Ryan
3/17/2024,South,Phone,18,32.23,Store B,Retail,0.15,Bob,551.133,Credit Card,FREESHIP,0,REG100155,Cust 3588,6.04,3/21/2024,Sophie
3/1/2023,East,Phone,1,31.42,Store B,Retail,0,Bob,29.849,Credit Card,SAVE10,0,REG100854,Cust 1736,11.35,3/9/2023,Eric
1/24/2025,North,Desk,16,60.69,Store A,Wholesale,0.15,Carlos,971.04,Credit Card,WINTER15,0,REG100278,Cust 6138,7.03,1/27/2025,Ryan
3/13/2023,East,Monitor,14,248.77,Store C,Wholesale,0.15,Bob,3308.641,Debit Card,FREESHIP,1,REG100133,Cust 2663,21.76,3/19/2023,Eric
5/21/2025,East,Phone,11,34.72,Store B,Wholesale,0.1,Diana,343.728,Gift Card,FREESHIP,0,REG101240,Cust 1232,9.31,5/23/2025,Eric
3/4/2023,North,Printer,10,450.71,Store B,Retail,0.1,Bob,4056.39,Gift Card,SAVE10,0,REG100779,Cust 9210,21.31,3/12/2023,Ryan
5/4/2025,North,Desk,6,249.09,Store B,Retail,0.05,Frank,1419.813,Cash,,0,REG100634,Cust 5964,20.38,5/10/2025,Ryan
1/30/2025,North,Phone,17,179.32,Store A,Retail,0.15,Bob,2743.596,Debit Card,SAVE10,1,REG100688,Cust 5760,26.74,2/6/2025,Ryan
7/24/2023,South,Phone,20,386.86,Store A,Wholesale,0.2,Carlos,7350.34,Online,WINTER15,0,REG100826,Cust 6177,41.56,7/29/2023,Sophie
3/23/2023,North,Desk,18,209.65,Store A,Wholesale,0.15,Carlos,3396.33,Debit Card,,0,REG100579,Cust 8882,42.04,3/30/2023,Ryan
4/15/2023,West,Laptop,16,489.94,Store C,Retail,0.15,Frank,7055.136,Cash,SAVE10,0,REG100208,Cust 4214,9.69,4/25/2023,Wendy
12/23/2024,West,Tablet,10,170.72,Store A,Wholesale,0.1,Frank,1621.84,Online,FREESHIP,0,REG101379,Cust 2667,29.18,1/2/2025,Wendy
10/11/2024,West,Printer,17,549.78,Store B,Wholesale,0.15,Alice,8878.947,Credit Card,,1,REG100741,Cust 4788,44.42,10/14/2024,Wendy
10/6/2023,West,Printer,2,474.13,Store D,Wholesale,0,Carlos,948.26,Gift Card,FREESHIP,1,REG101233,Cust 9778,14.41,10/15/2023,Wendy
7/6/2023,North,Chair,8,419.13,Store A,Retail,0.1,Alice,3017.736,Online,,1,REG100961,Cust 8260,11.02,7/10/2023,Ryan
8/11/2024,West,Chair,12,248.13,Store A,Retail,0.1,Alice,2828.682,Cash,FREESHIP,0,REG100946,Cust 2789,26.03,8/17/2024,Wendy
5/28/2024,East,Printer,16,334.55,Store B,Wholesale,0.15,Eva,4817.52,Credit Card,SAVE10,0,REG101040,Cust 5313,37.42,6/1/2024,Eric
9/29/2024,West,Phone,11,339.78,Store A,Retail,0.1,Diana,3550.701,Debit Card,WINTER15,1,REG100487,Cust 7710,11.56,10/6/2024,Wendy
2/3/2023,South,Tablet,10,325.18,Store C,Wholesale,0.1,Alice,2926.62,Cash,WINTER15,0,REG100172,Cust 4877,47.39,2/13/2023,Sophie
4/5/2025,West,Chair,19,267.03,Store D,Wholesale,0.2,Bob,4312.5345,Online,SAVE10,1,REG100787,Cust 3936,35.82,4/13/2025,Wendy
8/14/2024,South,Phone,20,14.33,Store D,Wholesale,0.2,Carlos,257.94,Debit Card,,0,REG100233,Cust 9599,6.22,8/21/2024,Sophie
12/9/2023,West,Printer,18,421.93,Store D,Retail,0.15,Bob,7215.003,Gift Card,WINTER15,0,REG100184,Cust 7901,23.42,12/18/2023,Wendy
2/21/2023,East,Tablet,4,477.05,Store B,Wholesale,0.05,Carlos,1908.2,Credit Card,WINTER15,0,REG100254,Cust 9402,45.54,3/2/2023,Eric
2/3/2025,East,Tablet,15,342.04,Store C,Retail,0.15,Diana,4361.01,Gift Card,WINTER15,0,REG100694,Cust 4023,44.91,2/8/2025,Eric
4/15/2024,West,Laptop,2,143.43,Store D,Wholesale,0,Bob,286.86,Credit Card,,0,REG100189,Cust 3848,36.94,4/22/2024,Wendy
12/6/2023,North,Tablet,17,218.04,Store D,Wholesale,0.15,Bob,3150.678,Cash,,0,REG101153,Cust 3172,16,12/16/2023,Ryan
3/3/2023,West,Laptop,13,522.97,Store C,Retail,0.15,Carlos,5778.8185,Debit Card,FREESHIP,0,REG100503,Cust 1144,33.9,3/10/2023,Wendy
1/13/2023,East,Tablet,10,155.43,Store D,Wholesale,0.1,Frank,1476.585,Gift Card,WINTER15,0,REG101327,Cust 4071,26.49,1/18/2023,Eric
1/14/2023,East,Phone,17,226.56,Store A,Wholesale,0.15,Diana,3466.368,Gift Card,WINTER15,1,REG101183,Cust 2527,36.89,1/20/2023,Eric
6/30/2024,South,Chair,20,284.82,Store D,Retail,0.2,Alice,5126.76,Credit Card,WINTER15,1,REG100685,Cust 8417,27,7/6/2024,Sophie
8/13/2024,North,Monitor,16,64.03,Store A,Wholesale,0.15,Carlos,1024.48,Gift Card,WINTER15,1,REG100456,Cust 3305,16.71,8/23/2024,Ryan
4/30/2023,East,Printer,17,369.52,Store C,Wholesale,0.15,Carlos,6281.84,Gift Card,,0,REG100573,Cust 9295,17.12,5/6/2023,Eric
8/8/2024,South,Monitor,10,285.73,Store D,Wholesale,0.1,Eva,2428.705,Cash,WINTER15,1,REG101453,Cust 8533,26.68,8/14/2024,Sophie
6/29/2023,North,Chair,10,126.46,Store A,Retail,0.1,Eva,1138.14,Online,WINTER15,0,REG100480,Cust 7995,26.96,7/9/2023,Ryan
10/8/2024,South,Desk,9,446.49,Store D,Wholesale,0.1,Carlos,3415.6485,Cash,FREESHIP,0,REG100663,Cust 5943,5.77,10/17/2024,Sophie
6/13/2023,East,Laptop,7,535.2,Store C,Retail,0.1,Frank,3371.76,Debit Card,,0,REG101308,Cust 9606,10.44,6/23/2023,Eric
8/1/2024,South,Printer,20,248.11,Store D,Wholesale,0.2,Carlos,4714.09,Online,SAVE10,0,REG100792,Cust 1119,22.96,8/6/2024,Sophie
5/12/2023,South,Tablet,4,397.02,Store A,Wholesale,0.05,Frank,1588.08,Cash,FREESHIP,0,REG101374,Cust 5420,23.25,5/20/2023,Sophie
2/14/2023,East,Chair,8,411.26,Store A,Retail,0.1,Frank,2961.072,Gift Card,WINTER15,0,REG100196,Cust 3530,28.57,2/18/2023,Eric
5/19/2023,South,Monitor,11,237.99,Store D,Wholesale,0.1,Bob,2486.9955,Debit Card,FREESHIP,0,REG101045,Cust 7325,44.7,5/28/2023,Sophie
5/30/2025,North,Monitor,6,159.53,Store A,Retail,0.05,Bob,909.321,Gift Card,,0,REG101481,Cust 7857,48.6,6/7/2025,Ryan
5/16/2024,North,Chair,19,368.85,Store C,Retail,0.2,Bob,6307.335,Gift Card,FREESHIP,0,REG101464,Cust 2496,35.37,5/21/2024,Ryan
7/25/2024,North,Chair,15,247.21,Store D,Wholesale,0.15,Bob,3337.335,Gift Card,,0,REG100284,Cust 6029,45.42,7/27/2024,Ryan
6/2/2024,South,Printer,2,250.98,Store B,Wholesale,0,Eva,451.764,Online,WINTER15,0,REG101387,Cust 9451,18.8,6/12/2024,Sophie
4/10/2024,North,Laptop,19,9.48,Store A,Wholesale,0.15,Carlos,180.12,Online,,0,REG100576,Cust 6173,22.33,4/12/2024,Ryan
3/21/2024,East,Phone,3,105.73,Store D,Retail,0,Bob,301.3305,Debit Card,FREESHIP,1,REG101264,Cust 7659,12.12,3/28/2024,Eric
2/3/2023,East,Phone,11,321.72,Store A,Retail,0.1,Carlos,3185.028,Online,WINTER15,1,REG100957,Cust 9384,17.94,2/6/2023,Eric
1/31/2025,South,Tablet,19,90.85,Store C,Retail,0.15,Alice,1639.8425,Credit Card,SAVE10,0,REG100598,Cust 6407,22.28,2/6/2025,Sophie
12/3/2024,South,Phone,1,152.75,Store A,Wholesale,0,Bob,152.75,Credit Card,FREESHIP,1,REG100888,Cust 2071,9.61,12/6/2024,Sophie
1/27/2025,North,Tablet,8,352.72,Store C,Retail,0.1,Carlos,2680.672,Cash,,0,REG101248,Cust 2435,30.8,2/4/2025,Ryan
1/1/2024,West,Printer,13,204.67,Store A,Retail,0.1,Alice,2261.6035,Online,,0,REG100533,Cust 5438,6.76,1/5/2024,Wendy
9/2/2024,West,Tablet,19,208.72,Store D,Retail,0.2,Frank,3767.396,Credit Card,FREESHIP,0,REG100203,Cust 7171,38.41,9/6/2024,Wendy
4/30/2024,West,Chair,19,433.39,Store C,Retail,0.2,Bob,7822.6895,Online,WINTER15,0,REG101267,Cust 2410,7.59,5/9/2024,Wendy
1/11/2025,North,Desk,4,323.02,Store C,Retail,0.05,Diana,1227.476,Cash,,0,REG101396,Cust 3187,19.53,1/16/2025,Ryan
7/11/2023,South,Laptop,14,362.44,Store C,Wholesale,0.15,Bob,4566.744,Cash,WINTER15,0,REG100985,Cust 4797,36.73,7/15/2023,Sophie
3/5/2023,South,Monitor,17,465.6,Store C,Retail,0.15,Bob,7123.68,Debit Card,SAVE10,0,REG100719,Cust 5528,7.76,3/10/2023,Sophie
1/6/2024,North,Phone,13,256.35,Store D,Wholesale,0.15,Alice,2832.6675,Cash,SAVE10,0,REG100845,Cust 6621,26.04,1/8/2024,Ryan
8/1/2023,North,Printer,8,141.28,Store D,Wholesale,0.1,Frank,1073.728,Online,FREESHIP,0,REG100901,Cust 8150,28.69,8/10/2023,Ryan
4/27/2023,West,Tablet,2,107.32,Store B,Retail,0,Alice,203.908,Credit Card,,0,REG100739,Cust 3411,47.33,4/29/2023,Wendy
7/1/2023,East,Chair,9,228.3,Store B,Retail,0.1,Eva,1951.965,Debit Card,FREESHIP,0,REG100571,Cust 5698,8.75,7/9/2023,Eric
5/7/2025,East,Laptop,1,421.26,Store D,Retail,0,Eva,379.134,Debit Card,FREESHIP,0,REG101413,Cust 1287,36.34,5/15/2025,Eric
2/7/2025,East,Tablet,14,159.09,Store C,Retail,0.15,Bob,1893.171,Debit Card,FREESHIP,0,REG100700,Cust 9072,27.05,2/10/2025,Eric
2/22/2024,South,Chair,6,181.34,Store A,Wholesale,0.05,Alice,1088.04,Cash,FREESHIP,0,REG101217,Cust 5180,27.65,2/27/2024,Sophie
2/8/2024,West,Monitor,11,151.25,Store B,Wholesale,0.1,Frank,1497.375,Credit Card,,1,REG100337,Cust 5857,22.65,2/11/2024,Wendy
2/13/2023,South,Phone,5,254.24,Store B,Wholesale,0.05,Bob,1207.64,Online,,0,REG100334,Cust 3042,9.97,2/18/2023,Sophie
7/20/2024,North,Desk,5,202.12,Store A,Retail,0.05,Diana,909.54,Online,FREESHIP,1,REG101138,Cust 2453,45.61,7/28/2024,Ryan
2/5/2025,South,Desk,9,188.03,Store B,Retail,0.1,Frank,1692.27,Cash,FREESHIP,0,REG100777,Cust 7204,11.44,2/7/2025,Sophie
2/17/2023,West,Desk,6,327.69,Store D,Wholesale,0.05,Diana,1867.833,Cash,,0,REG100835,Cust 6615,22.34,2/21/2023,Wendy
2/17/2025,East,Chair,11,589.48,Store B,Retail,0.1,Alice,6484.28,Online,WINTER15,0,REG100142,Cust 5461,49.93,2/25/2025,Eric
9/10/2023,East,Phone,6,471.74,Store C,Retail,0.05,Carlos,2405.874,Online,,0,REG100441,Cust 9572,36.79,9/18/2023,Eric
8/16/2023,West,Laptop,18,497.22,Store B,Wholesale,0.15,Diana,8502.462,Credit Card,WINTER15,0,REG101087,Cust 5374,17.39,8/20/2023,Wendy
4/12/2023,East,Desk,5,365.38,Store D,Wholesale,0.05,Alice,1552.865,Debit Card,SAVE10,1,REG100414,Cust 6928,5.66,4/15/2023,Eric
8/25/2024,South,Tablet,7,50.26,Store C,Retail,0.1,Diana,299.047,Cash,,0,REG100259,Cust 2501,17.12,9/1/2024,Sophie
8/15/2024,South,Tablet,20,358.57,Store B,Wholesale,0.2,Alice,7171.4,Debit Card,FREESHIP,1,REG100299,Cust 6146,21.11,8/20/2024,Sophie
3/7/2023,North,Printer,11,550.86,Store C,Retail,0.1,Bob,5453.514,Online,FREESHIP,0,REG101256,Cust 4744,21.82,3/12/2023,Ryan
