TransactionID,Team,GameDate,GameType,Section,ItemCategory,ItemsPurchased,UnitPrice,TotalSpend,WaitTime_minutes,CustomerType,PaymentMethod,ConcessionStandID,StaffExperience_years,GameAttendance,DayOfWeek
TXN01169,Pittsburgh Penguins,11/18/2025,Regular Season,Suite,Food,1,12.76,17.98,5.8,Single-Game,Mobile Pay,Stand 3,3.4,17311,Saturday
TXN01170,Pittsburgh Penguins,2/22/2026,Playoff,General,Merchandise,3,29.83,77.23,17.1,Season Ticket Holder,Mobile Pay,Stand 4,0,19474,Thursday
TXN01171,Pittsburgh Penguins,3/1/2026,Regular Season,General,Beverage,1,10.54,11.99,1.3,Season Ticket Holder,Credit Card,Stand 2,12.5,18110,Thursday
TXN01172,Philadelphia Flyers,10/24/2025,Playoff,Club,Merchandise,3,25.89,120,14.8,Single-Game,Credit Card,Stand 1,4.4,19689,Saturday
TXN01173,Philadelphia Flyers,2/27/2026,Regular Season,Club,Beverage,1,10.47,5,12.4,Season Ticket Holder,Cash,Stand 4,1.2,18723,Sunday
TXN01174,Philadelphia Flyers,3/28/2026,Regular Season,General,Food,2,7.42,11.23,9,Single-Game,Credit Card,Stand 2,5.6,20000,Wednesday
TXN01175,Pittsburgh Penguins,12/18/2025,Regular Season,Suite,Beverage,2,12.41,28.47,3.2,Season Ticket Holder,Credit Card,Stand 3,2.3,18271,Saturday
TXN01176,Philadelphia Flyers,3/31/2026,Regular Season,General,Food,2,12.9,28.22,6.2,Single-Game,Mobile Pay,Stand 2,6.7,19036,Thursday
TXN01177,Philadelphia Flyers,2/11/2026,Regular Season,General,Food,3,11.37,39.25,8.1,Single-Game,Credit Card,Stand 4,2.1,19724,Friday
TXN01178,Pittsburgh Penguins,1/20/2026,Regular Season,Suite,Food,1,15.27,18.77,4.1,Single-Game,Credit Card,Stand 1,4.6,17088,Wednesday
TXN01179,Philadelphia Flyers,2/14/2026,Regular Season,General,Food,1,9.02,5,6.3,Season Ticket Holder,Credit Card,Stand 4,7.5,16453,Friday
TXN01180,Pittsburgh Penguins,2/15/2026,Regular Season,General,Food,2,9.4,23.45,6.5,Season Ticket Holder,Mobile Pay,Stand 2,3.4,16984,Tuesday
TXN01181,Pittsburgh Penguins,12/7/2025,Playoff,General,Beverage,1,10.38,18.45,21.4,Season Ticket Holder,Credit Card,Stand 4,8.6,18381,Monday
TXN01182,Philadelphia Flyers,11/10/2025,Regular Season,Suite,Food,1,15.15,8.17,2.1,Single-Game,Credit Card,Stand 4,2.8,17595,Tuesday
TXN01183,Pittsburgh Penguins,2/8/2026,Regular Season,General,Food,1,11.65,15.63,6.6,Season Ticket Holder,Credit Card,Stand 1,11.7,16729,Friday
TXN01184,Pittsburgh Penguins,3/20/2026,Regular Season,General,Food,1,7.09,13.53,5,Season Ticket Holder,Mobile Pay,Stand 3,5,18890,Saturday
TXN01185,Philadelphia Flyers,4/1/2026,Regular Season,General,Merchandise,3,26.06,114.84,10.9,Single-Game,Credit Card,Stand 4,12.8,19108,Wednesday
TXN01186,Pittsburgh Penguins,2/6/2026,Regular Season,Suite,Merchandise,1,28.83,27.78,2.1,Single-Game,Mobile Pay,Stand 3,3.4,18431,Friday
TXN01187,Philadelphia Flyers,11/5/2025,Regular Season,General,Food,1,12.9,9.59,4.6,Single-Game,Credit Card,Stand 2,8.9,17286,Saturday
TXN01188,Philadelphia Flyers,3/20/2026,Regular Season,General,Food,3,8.75,28,8.8,Single-Game,Credit Card,Stand 3,1.4,20000,Friday
TXN01189,Pittsburgh Penguins,11/19/2025,Regular Season,Suite,Merchandise,2,34.16,53.92,4.4,Single-Game,Credit Card,Stand 4,7.3,18628,Thursday
TXN01190,Pittsburgh Penguins,2/10/2026,Playoff,General,Beverage,1,14.84,25.84,13.3,Single-Game,Mobile Pay,Stand 1,2,18584,Thursday
TXN01191,Pittsburgh Penguins,2/14/2026,Regular Season,Club,Beverage,1,13.65,15.1,3.6,Season Ticket Holder,Credit Card,Stand 3,5.7,18228,Wednesday
TXN01192,Philadelphia Flyers,2/3/2026,Playoff,Club,Food,2,15.17,46.44,23,Single-Game,Credit Card,Stand 4,3.6,18985,Wednesday
TXN01193,Pittsburgh Penguins,3/14/2026,Regular Season,Club,Beverage,1,10.15,12.86,3.5,Single-Game,Mobile Pay,Stand 3,9.5,17502,Wednesday
TXN01194,Pittsburgh Penguins,10/14/2025,Regular Season,Club,Merchandise,1,40.38,36.78,5.5,Single-Game,Credit Card,Stand 4,6.7,17340,Saturday
TXN01195,Pittsburgh Penguins,1/21/2026,Playoff,Suite,Beverage,2,15.98,35.74,9.5,Single-Game,Cash,Stand 1,7.7,18789,Thursday
TXN01196,Philadelphia Flyers,11/14/2025,Playoff,General,Beverage,3,12.11,62.68,19.8,Single-Game,Credit Card,Stand 4,4.5,17149,Wednesday
TXN01197,Philadelphia Flyers,1/6/2026,Regular Season,General,Merchandise,1,25.06,23.31,6.9,Single-Game,Credit Card,Stand 4,6,19891,Monday
TXN01198,Pittsburgh Penguins,4/1/2026,Playoff,General,Beverage,2,9.03,23.62,12.6,Single-Game,Cash,Stand 2,2.8,18180,Tuesday
TXN01199,Pittsburgh Penguins,12/14/2025,Regular Season,Club,Beverage,2,15.32,35.94,7.9,Single-Game,Credit Card,Stand 4,5.7,18934,Saturday
TXN01200,Pittsburgh Penguins,11/15/2025,Regular Season,General,Beverage,3,9.17,24.08,7.1,Single-Game,Credit Card,Stand 2,8.7,17456,Thursday
TXN01201,Pittsburgh Penguins,1/12/2026,Regular Season,Suite,Food,1,16.2,20.78,7.9,Season Ticket Holder,Credit Card,Stand 4,12,18398,Saturday
TXN01202,Pittsburgh Penguins,3/23/2026,Playoff,Club,Merchandise,1,40.92,41.52,16.4,Single-Game,Credit Card,Stand 4,2.4,18486,Wednesday
TXN01203,Philadelphia Flyers,11/16/2025,Regular Season,General,Merchandise,1,21.05,19.02,2.5,Single-Game,Cash,Stand 1,11.1,19489,Thursday
TXN01204,Philadelphia Flyers,12/1/2025,Regular Season,General,Beverage,1,14.32,12.75,3.8,Season Ticket Holder,Credit Card,Stand 4,1.8,17980,Friday
TXN01205,Philadelphia Flyers,10/12/2025,Regular Season,Suite,Beverage,1,12.42,5,5.2,Single-Game,Mobile Pay,Stand 3,0.1,19690,Sunday
TXN01206,Pittsburgh Penguins,12/15/2025,Regular Season,General,Food,3,12.52,32.5,1,Season Ticket Holder,Credit Card,Stand 2,9.3,18027,Saturday
TXN01207,Pittsburgh Penguins,12/17/2025,Regular Season,Suite,Food,1,15.81,19.27,2.2,Single-Game,Mobile Pay,Stand 3,2.5,16244,Wednesday
TXN01208,Pittsburgh Penguins,1/20/2026,Regular Season,General,Merchandise,2,31.9,49.95,6,Season Ticket Holder,Cash,Stand 3,10.3,16865,Friday
TXN01209,Pittsburgh Penguins,2/13/2026,Regular Season,General,Food,1,11.91,17.41,7.4,Season Ticket Holder,Cash,Stand 1,9.4,18778,Wednesday
TXN01210,Pittsburgh Penguins,1/20/2026,Regular Season,General,Merchandise,3,24.55,56.47,6.2,Season Ticket Holder,Cash,Stand 4,7,17048,Friday
TXN01211,Philadelphia Flyers,11/18/2025,Regular Season,Club,Food,3,14.98,60.36,5.7,Single-Game,Credit Card,Stand 2,8.7,17067,Saturday
TXN01212,Pittsburgh Penguins,11/22/2025,Regular Season,Club,Merchandise,1,27.32,29.61,3.3,Single-Game,Credit Card,Stand 2,10.3,17632,Tuesday
TXN01213,Pittsburgh Penguins,1/18/2026,Regular Season,General,Food,3,12.04,34.08,7.2,Single-Game,Mobile Pay,Stand 1,2.4,16887,Friday
TXN01214,Pittsburgh Penguins,3/9/2026,Regular Season,General,Beverage,2,11.42,24.65,3.6,Single-Game,Mobile Pay,Stand 4,3.6,17694,Saturday
TXN01215,Philadelphia Flyers,3/19/2026,Regular Season,General,Beverage,1,13.42,5,11.4,Season Ticket Holder,Cash,Stand 4,12.7,17691,Wednesday
TXN01216,Philadelphia Flyers,2/8/2026,Regular Season,General,Food,3,10.27,36.8,9.3,Single-Game,Credit Card,Stand 3,6.2,18936,Thursday
TXN01217,Philadelphia Flyers,1/26/2026,Regular Season,General,Beverage,3,12.97,49.81,6,Season Ticket Holder,Mobile Pay,Stand 4,8.5,17999,Wednesday
TXN01218,Philadelphia Flyers,1/5/2026,Regular Season,General,Beverage,3,9.87,33.14,7.3,Single-Game,Credit Card,Stand 4,5,18822,Monday
TXN01219,Pittsburgh Penguins,2/15/2026,Regular Season,General,Food,2,9.67,21.47,10.7,Single-Game,Credit Card,Stand 2,9.5,19154,Thursday
TXN01220,Philadelphia Flyers,1/1/2026,Regular Season,General,Food,1,8.65,5,3.4,Single-Game,Mobile Pay,Stand 4,7.9,19747,Wednesday
TXN01221,Philadelphia Flyers,3/27/2026,Regular Season,General,Merchandise,1,36.81,41.15,10.5,Season Ticket Holder,Mobile Pay,Stand 4,8.1,19469,Thursday
TXN01222,Philadelphia Flyers,10/27/2025,Playoff,General,Beverage,3,9.04,37.36,17.5,Season Ticket Holder,Credit Card,Stand 3,10.6,19021,Tuesday
TXN01223,Pittsburgh Penguins,11/6/2025,Regular Season,General,Beverage,2,10.98,25.12,15.4,Season Ticket Holder,Credit Card,Stand 4,13.4,18355,Saturday
TXN01224,Pittsburgh Penguins,11/1/2025,Regular Season,General,Food,1,8.99,13.02,5.3,Single-Game,Mobile Pay,Stand 4,5.7,17169,Tuesday
TXN01225,Pittsburgh Penguins,1/7/2026,Regular Season,General,Food,2,9.09,16.86,5.9,Single-Game,Credit Card,Stand 4,2.3,17991,Saturday
TXN01226,Philadelphia Flyers,4/9/2026,Regular Season,General,Beverage,2,8.3,14.78,8.2,Season Ticket Holder,Credit Card,Stand 4,1.2,19673,Tuesday
TXN01227,Philadelphia Flyers,2/26/2026,Regular Season,General,Food,2,13.17,21.13,4.6,Single-Game,Mobile Pay,Stand 1,0.3,19297,Saturday
TXN01228,Philadelphia Flyers,3/2/2026,Regular Season,Club,Beverage,2,13.04,28.54,2,Single-Game,Credit Card,Stand 4,1.8,18506,Wednesday
TXN01229,Philadelphia Flyers,10/23/2025,Playoff,Suite,Merchandise,1,30.8,49.22,16.6,Season Ticket Holder,Mobile Pay,Stand 2,10.4,19080,Friday
TXN01230,Philadelphia Flyers,10/17/2025,Regular Season,Club,Beverage,1,15.39,5,5.2,Season Ticket Holder,Credit Card,Stand 2,14.1,18950,Friday
TXN01231,Philadelphia Flyers,1/12/2026,Regular Season,General,Beverage,1,11.43,5,3.8,Season Ticket Holder,Cash,Stand 4,2.9,17884,Saturday
TXN01232,Philadelphia Flyers,2/10/2026,Regular Season,Club,Food,3,11.46,47.36,6.7,Season Ticket Holder,Cash,Stand 2,12.2,17193,Sunday
TXN01233,Pittsburgh Penguins,3/14/2026,Playoff,General,Food,2,11.61,31.14,19.7,Season Ticket Holder,Mobile Pay,Stand 1,12.7,18567,Saturday
TXN01234,Philadelphia Flyers,11/11/2025,Regular Season,General,Food,1,8.58,5,6.2,Single-Game,Credit Card,Stand 1,13.5,18103,Tuesday
TXN01235,Pittsburgh Penguins,1/27/2026,Regular Season,General,Food,1,7.77,9.47,11.8,Season Ticket Holder,Mobile Pay,Stand 3,14.7,17585,Saturday
TXN01236,Philadelphia Flyers,12/21/2025,Regular Season,General,Merchandise,1,22.61,18.14,6.6,Single-Game,Mobile Pay,Stand 4,11.7,19407,Thursday
TXN01237,Philadelphia Flyers,4/4/2026,Regular Season,Club,Beverage,2,15.17,29.64,10.8,Season Ticket Holder,Credit Card,Stand 3,7.1,18972,Wednesday
TXN01238,Philadelphia Flyers,10/18/2025,Regular Season,General,Beverage,3,11.57,33.19,6.2,Season Ticket Holder,Credit Card,Stand 2,11.7,18354,Sunday
TXN01239,Philadelphia Flyers,12/6/2025,Regular Season,Suite,Beverage,1,14.09,10.29,6.6,Season Ticket Holder,Credit Card,Stand 2,13.3,18356,Thursday
TXN01240,Philadelphia Flyers,1/23/2026,Regular Season,General,Food,1,10.5,5,9.3,Single-Game,Cash,Stand 1,8.9,17134,Friday
TXN01241,Pittsburgh Penguins,12/30/2025,Regular Season,Club,Merchandise,2,32.58,54.06,5.3,Season Ticket Holder,Cash,Stand 4,4.4,17204,Thursday
TXN01242,Philadelphia Flyers,10/24/2025,Regular Season,General,Merchandise,1,21.81,13.58,4.2,Season Ticket Holder,Mobile Pay,Stand 3,5.9,19508,Friday
TXN01243,Philadelphia Flyers,11/26/2025,Regular Season,General,Food,3,9.62,40.58,3.9,Single-Game,Credit Card,Stand 2,8.2,18681,Wednesday
TXN01244,Pittsburgh Penguins,10/18/2025,Playoff,Club,Food,1,11.69,22.58,9.8,Single-Game,Credit Card,Stand 1,6.5,17501,Thursday
TXN01245,Philadelphia Flyers,11/29/2025,Regular Season,Club,Food,1,9.26,5,2.5,Season Ticket Holder,Credit Card,Stand 3,12.5,17583,Saturday
TXN01246,Pittsburgh Penguins,11/29/2025,Regular Season,General,Beverage,3,12.63,33.64,5.6,Season Ticket Holder,Mobile Pay,Stand 4,5.4,16772,Saturday
TXN01247,Pittsburgh Penguins,1/8/2026,Regular Season,Suite,Merchandise,1,42.75,36.56,4.3,Season Ticket Holder,Cash,Stand 4,7.9,17537,Tuesday
TXN01248,Pittsburgh Penguins,11/27/2025,Regular Season,Club,Food,2,15.23,32.92,5.9,Single-Game,Credit Card,Stand 2,10.1,18780,Saturday
TXN01249,Pittsburgh Penguins,10/13/2025,Playoff,General,Food,1,13.78,20.14,19.8,Single-Game,Mobile Pay,Stand 4,14.1,17640,Friday
TXN01250,Pittsburgh Penguins,1/17/2026,Regular Season,Club,Food,1,13.85,16.34,5.6,Single-Game,Credit Card,Stand 3,4.6,17955,Saturday
TXN01251,Pittsburgh Penguins,3/12/2026,Playoff,Club,Merchandise,2,51.11,86.63,23.9,Season Ticket Holder,Cash,Stand 3,2.2,18930,Monday
TXN01252,Pittsburgh Penguins,10/9/2025,Regular Season,General,Food,1,12.79,17.26,9.6,Season Ticket Holder,Credit Card,Stand 2,3.1,17463,Monday
TXN01253,Pittsburgh Penguins,1/9/2026,Regular Season,Club,Beverage,3,12.05,34.36,11.6,Single-Game,Credit Card,Stand 3,10.8,17210,Saturday
TXN01254,Pittsburgh Penguins,2/10/2026,Regular Season,Suite,Merchandise,2,48.34,81.15,4.9,Season Ticket Holder,Credit Card,Stand 4,3.9,17456,Thursday
TXN01255,Philadelphia Flyers,2/23/2026,Playoff,General,Food,1,10.36,15.03,13.9,Single-Game,Cash,Stand 3,11.5,18951,Friday
TXN01256,Pittsburgh Penguins,11/4/2025,Regular Season,General,Food,3,10.85,35.84,5.7,Season Ticket Holder,Mobile Pay,Stand 4,6.2,16411,Thursday
TXN01257,Pittsburgh Penguins,2/3/2026,Regular Season,General,Food,1,12.85,15.79,4.9,Season Ticket Holder,Credit Card,Stand 1,1.3,18160,Thursday
TXN01258,Pittsburgh Penguins,11/27/2025,Regular Season,General,Food,2,12.29,26.55,6.4,Single-Game,Mobile Pay,Stand 4,4.6,16649,Friday
TXN01259,Philadelphia Flyers,4/23/2026,Regular Season,General,Food,1,12.47,7.8,9.5,Season Ticket Holder,Cash,Stand 1,2.4,17411,Tuesday
TXN01260,Philadelphia Flyers,3/28/2026,Regular Season,General,Beverage,1,12.15,5.66,7.9,Single-Game,Mobile Pay,Stand 3,7.3,18223,Sunday
TXN01261,Philadelphia Flyers,2/16/2026,Regular Season,General,Food,2,11.43,29.72,5.4,Season Ticket Holder,Mobile Pay,Stand 2,3.2,18579,Thursday
TXN01262,Philadelphia Flyers,1/16/2026,Regular Season,General,Food,2,13.58,28.88,7.4,Single-Game,Credit Card,Stand 2,2.4,17065,Thursday
TXN01263,Pittsburgh Penguins,2/21/2026,Regular Season,General,Beverage,1,12.18,18.94,6.1,Single-Game,Cash,Stand 1,6.4,17279,Monday
TXN01264,Pittsburgh Penguins,2/1/2026,Regular Season,General,Beverage,1,11.5,16.45,11.7,Single-Game,Credit Card,Stand 3,1.3,18075,Thursday
TXN01265,Philadelphia Flyers,1/24/2026,Regular Season,General,Food,1,10.46,5,3.9,Single-Game,Credit Card,Stand 2,4.8,19092,Saturday
TXN01266,Pittsburgh Penguins,4/18/2026,Regular Season,General,Beverage,2,11.86,24.1,4.1,Single-Game,Cash,Stand 1,4.8,18180,Friday
TXN01267,Philadelphia Flyers,11/15/2025,Regular Season,Club,Food,1,8.62,5,5,Season Ticket Holder,Mobile Pay,Stand 4,15,17999,Thursday
TXN01268,Philadelphia Flyers,2/27/2026,Regular Season,General,Merchandise,1,38.85,51.55,10.5,Season Ticket Holder,Credit Card,Stand 4,7.9,20000,Saturday
TXN01269,Pittsburgh Penguins,1/7/2026,Regular Season,General,Merchandise,1,30.55,28.73,12.4,Single-Game,Mobile Pay,Stand 2,0.5,17527,Saturday
TXN01270,Pittsburgh Penguins,11/7/2025,Regular Season,General,Beverage,1,8.04,10.6,3.2,Season Ticket Holder,Credit Card,Stand 4,12.8,18716,Thursday
TXN01271,Pittsburgh Penguins,11/10/2025,Regular Season,General,Food,3,7.67,21.44,8.7,Single-Game,Credit Card,Stand 4,13.2,16975,Friday
TXN01272,Pittsburgh Penguins,11/1/2025,Playoff,Club,Food,1,15.92,25.29,17.9,Season Ticket Holder,Credit Card,Stand 4,14.8,19238,Monday
TXN01273,Pittsburgh Penguins,1/25/2026,Regular Season,General,Beverage,2,8.03,17.46,4.3,Single-Game,Credit Card,Stand 1,10.7,17784,Tuesday
TXN01274,Philadelphia Flyers,4/9/2026,Regular Season,General,Food,3,11.78,45.44,1.7,Season Ticket Holder,Cash,Stand 3,6,18761,Saturday
TXN01275,Philadelphia Flyers,2/19/2026,Regular Season,Club,Merchandise,1,25.31,25.27,3.9,Season Ticket Holder,Credit Card,Stand 4,7.6,18197,Wednesday
TXN01276,Pittsburgh Penguins,1/7/2026,Regular Season,General,Beverage,2,12.24,24.38,4.4,Season Ticket Holder,Cash,Stand 3,8.2,16522,Friday
TXN01277,Philadelphia Flyers,10/17/2025,Regular Season,General,Beverage,1,9.44,5,7.4,Single-Game,Mobile Pay,Stand 1,11.5,17857,Thursday
TXN01278,Pittsburgh Penguins,11/24/2025,Regular Season,Club,Beverage,2,11.6,24.1,8.4,Season Ticket Holder,Mobile Pay,Stand 1,6.9,16996,Friday
TXN01279,Pittsburgh Penguins,4/8/2026,Regular Season,Club,Beverage,1,14.34,17.42,9.9,Season Ticket Holder,Credit Card,Stand 2,14,17207,Tuesday
TXN01280,Pittsburgh Penguins,12/10/2025,Regular Season,General,Food,1,13.18,17.18,8.1,Single-Game,Cash,Stand 2,12.8,17152,Tuesday
TXN01281,Philadelphia Flyers,12/21/2025,Regular Season,General,Food,1,7.07,5,3.5,Single-Game,Mobile Pay,Stand 4,12.9,18588,Friday
TXN01282,Pittsburgh Penguins,3/8/2026,Regular Season,General,Food,1,8.75,14.52,5.2,Single-Game,Mobile Pay,Stand 4,9.7,18897,Saturday
TXN01283,Philadelphia Flyers,2/11/2026,Playoff,General,Food,1,10.25,8.02,11,Season Ticket Holder,Cash,Stand 1,13.4,20000,Saturday
TXN01284,Pittsburgh Penguins,1/23/2026,Regular Season,General,Food,2,12.95,29.43,12.3,Season Ticket Holder,Credit Card,Stand 2,1.5,17825,Thursday
TXN01285,Philadelphia Flyers,4/19/2026,Playoff,Club,Merchandise,2,30.29,91.66,15.1,Single-Game,Credit Card,Stand 1,8.9,18643,Saturday
TXN01286,Pittsburgh Penguins,10/20/2025,Regular Season,General,Food,1,10.84,14.13,7.4,Single-Game,Credit Card,Stand 4,5,19127,Friday
TXN01287,Philadelphia Flyers,1/3/2026,Playoff,Club,Food,3,8.42,32.58,19.5,Season Ticket Holder,Mobile Pay,Stand 1,13.3,18519,Sunday
TXN01288,Pittsburgh Penguins,12/7/2025,Regular Season,General,Food,1,13.93,15.17,8.5,Single-Game,Credit Card,Stand 1,5.7,17717,Tuesday
TXN01289,Philadelphia Flyers,12/6/2025,Regular Season,General,Beverage,1,11.53,5,6.1,Season Ticket Holder,Credit Card,Stand 1,12.4,19943,Saturday
TXN01290,Pittsburgh Penguins,4/7/2026,Regular Season,General,Beverage,1,14.72,19.51,8.8,Single-Game,Mobile Pay,Stand 3,8.5,18190,Monday
TXN01291,Philadelphia Flyers,10/23/2025,Regular Season,General,Beverage,3,13.5,48.19,12.6,Season Ticket Holder,Cash,Stand 3,3.1,20000,Saturday
TXN01292,Philadelphia Flyers,12/25/2025,Regular Season,General,Beverage,1,12.91,7.49,7.1,Single-Game,Cash,Stand 1,12.8,19516,Monday
TXN01293,Pittsburgh Penguins,11/20/2025,Regular Season,Suite,Beverage,2,11.25,23.26,1.8,Single-Game,Cash,Stand 3,4.8,18791,Friday
TXN01294,Pittsburgh Penguins,12/30/2025,Regular Season,General,Food,2,9.91,25.58,8.7,Season Ticket Holder,Cash,Stand 1,1.3,17704,Friday
TXN01295,Philadelphia Flyers,11/27/2025,Regular Season,General,Food,1,7.98,5,8.6,Season Ticket Holder,Credit Card,Stand 3,6.9,18712,Saturday
TXN01296,Pittsburgh Penguins,1/4/2026,Regular Season,General,Food,1,13.04,14.84,2.5,Single-Game,Cash,Stand 1,2.9,17340,Tuesday
TXN01297,Philadelphia Flyers,1/26/2026,Regular Season,Club,Beverage,1,12.25,5,4.7,Season Ticket Holder,Credit Card,Stand 2,6.5,18218,Wednesday
TXN01298,Philadelphia Flyers,2/12/2026,Playoff,Club,Food,1,9.17,5,16.6,Season Ticket Holder,Mobile Pay,Stand 1,4.4,19708,Sunday
TXN01299,Pittsburgh Penguins,12/9/2025,Regular Season,General,Beverage,3,9.33,27.75,6.9,Season Ticket Holder,Cash,Stand 3,7.3,18166,Sunday
TXN01300,Pittsburgh Penguins,3/22/2026,Regular Season,General,Merchandise,2,34.95,55.98,3.3,Single-Game,Credit Card,Stand 1,5.5,17643,Friday
TXN01301,Philadelphia Flyers,12/12/2025,Playoff,General,Food,2,9.73,28.8,15.1,Season Ticket Holder,Credit Card,Stand 4,14.1,18290,Thursday
TXN01302,Philadelphia Flyers,4/18/2026,Regular Season,Club,Beverage,1,12.03,6.28,9.2,Season Ticket Holder,Credit Card,Stand 1,1,19778,Wednesday
TXN01303,Pittsburgh Penguins,11/27/2025,Regular Season,General,Food,1,12.13,18.04,3.7,Season Ticket Holder,Credit Card,Stand 1,3.1,17724,Friday
TXN01304,Philadelphia Flyers,4/9/2026,Regular Season,General,Merchandise,1,44.08,58.83,1,Season Ticket Holder,Mobile Pay,Stand 4,8.7,19357,Saturday
TXN01305,Pittsburgh Penguins,12/16/2025,Playoff,General,Beverage,2,12.43,29.65,15.9,Single-Game,Mobile Pay,Stand 4,8.8,18474,Thursday
TXN01306,Philadelphia Flyers,10/11/2025,Regular Season,General,Beverage,2,11.42,19.81,2.7,Single-Game,Credit Card,Stand 1,11.3,19304,Tuesday
TXN01307,Pittsburgh Penguins,1/14/2026,Regular Season,Club,Merchandise,1,48.94,43.86,2.8,Single-Game,Credit Card,Stand 1,8,19308,Monday
TXN01308,Philadelphia Flyers,10/31/2025,Playoff,General,Merchandise,1,24.19,41.18,19.2,Single-Game,Cash,Stand 2,9.8,19606,Saturday
TXN01309,Philadelphia Flyers,1/21/2026,Regular Season,General,Food,3,7.87,20.97,4,Season Ticket Holder,Credit Card,Stand 1,1.2,19426,Wednesday
TXN01310,Philadelphia Flyers,2/28/2026,Playoff,Club,Food,3,10.08,40.91,19.9,Season Ticket Holder,Mobile Pay,Stand 2,10.6,19186,Friday
TXN01311,Philadelphia Flyers,1/2/2026,Regular Season,Club,Merchandise,1,43.85,54.63,1.7,Single-Game,Mobile Pay,Stand 3,7.1,20000,Wednesday
TXN01312,Philadelphia Flyers,1/12/2026,Regular Season,General,Food,2,11.85,31.21,1.8,Season Ticket Holder,Mobile Pay,Stand 4,6.5,17999,Tuesday
TXN01313,Pittsburgh Penguins,12/20/2025,Playoff,Club,Beverage,2,9.97,23.52,22.1,Single-Game,Credit Card,Stand 3,11.6,18524,Thursday
TXN01314,Philadelphia Flyers,10/7/2025,Regular Season,General,Food,1,13.8,5,3.9,Single-Game,Cash,Stand 1,13.9,18754,Friday
TXN01315,Philadelphia Flyers,11/6/2025,Regular Season,General,Food,2,8.67,14.47,5.9,Season Ticket Holder,Mobile Pay,Stand 4,10.8,17405,Thursday
TXN01316,Philadelphia Flyers,1/12/2026,Regular Season,General,Food,2,9.3,19.37,2.9,Season Ticket Holder,Credit Card,Stand 2,2.6,17522,Saturday
TXN01317,Philadelphia Flyers,12/18/2025,Regular Season,Club,Food,3,15.01,60.91,4.9,Season Ticket Holder,Credit Card,Stand 2,13.4,17239,Friday
TXN01318,Philadelphia Flyers,3/31/2026,Regular Season,General,Beverage,2,11.18,21.51,5.3,Season Ticket Holder,Cash,Stand 4,1.9,19324,Wednesday
TXN01319,Pittsburgh Penguins,12/15/2025,Playoff,Suite,Food,1,13.25,21.99,11.4,Season Ticket Holder,Credit Card,Stand 1,8.3,18150,Friday
TXN01320,Philadelphia Flyers,1/24/2026,Regular Season,General,Beverage,2,12.91,29.75,3.9,Single-Game,Mobile Pay,Stand 2,4.5,18308,Tuesday
TXN01321,Philadelphia Flyers,10/22/2025,Regular Season,General,Beverage,2,10.22,14.38,7.2,Single-Game,Cash,Stand 3,6,17430,Friday
TXN01322,Pittsburgh Penguins,11/24/2025,Regular Season,General,Food,1,8.81,12.04,12.9,Single-Game,Credit Card,Stand 1,1.4,18372,Sunday
TXN01323,Pittsburgh Penguins,4/12/2026,Regular Season,General,Food,1,8.23,11.41,11.8,Season Ticket Holder,Credit Card,Stand 3,7.7,18570,Wednesday
TXN01324,Philadelphia Flyers,2/22/2026,Playoff,Club,Food,1,8.53,7.76,14.6,Single-Game,Cash,Stand 2,10.8,19306,Tuesday
TXN01325,Pittsburgh Penguins,1/30/2026,Regular Season,General,Merchandise,1,29.85,24.83,9.7,Single-Game,Credit Card,Stand 4,7.2,18300,Tuesday
TXN01326,Pittsburgh Penguins,12/9/2025,Regular Season,Club,Beverage,2,12.49,28.19,8.8,Single-Game,Credit Card,Stand 3,9.6,17394,Sunday
TXN01327,Pittsburgh Penguins,1/25/2026,Regular Season,General,Merchandise,1,43.62,38.95,10.9,Single-Game,Cash,Stand 2,8.1,18413,Friday
TXN01328,Pittsburgh Penguins,3/19/2026,Regular Season,General,Food,1,9.09,16.83,8.4,Single-Game,Credit Card,Stand 4,5,16516,Thursday
TXN01329,Philadelphia Flyers,2/17/2026,Regular Season,Suite,Beverage,2,11.03,26.97,4.1,Single-Game,Credit Card,Stand 4,0.3,19668,Sunday
TXN01330,Philadelphia Flyers,2/20/2026,Playoff,Club,Food,1,8.88,11.95,16.5,Season Ticket Holder,Credit Card,Stand 1,1.5,18190,Saturday
TXN01331,Philadelphia Flyers,3/22/2026,Regular Season,Club,Food,1,12.84,7.04,1,Single-Game,Mobile Pay,Stand 4,5.1,18422,Tuesday
TXN01332,Pittsburgh Penguins,4/8/2026,Regular Season,General,Food,1,10.42,15.29,2.7,Season Ticket Holder,Credit Card,Stand 2,5.6,17826,Friday
TXN01333,Philadelphia Flyers,4/17/2026,Regular Season,General,Food,3,9.19,21.02,4.9,Single-Game,Credit Card,Stand 3,3.5,19576,Friday
TXN01334,Philadelphia Flyers,1/14/2026,Regular Season,General,Beverage,1,12.45,5,1.6,Single-Game,Credit Card,Stand 2,14.4,17359,Tuesday
TXN01335,Pittsburgh Penguins,12/24/2025,Regular Season,Club,Beverage,2,17.16,32.76,11,Season Ticket Holder,Mobile Pay,Stand 1,0.2,17726,Saturday
TXN01336,Philadelphia Flyers,12/26/2025,Regular Season,General,Merchandise,1,22.07,18.46,1,Single-Game,Mobile Pay,Stand 2,5,18953,Saturday
