set	word_freq_000	word_freq_650	word_freq_george	word_freq_hp	word_freq_all	word_freq_business	word_freq_edu	word_freq_free	word_freq_meeting	word_freq_money	word_freq_our	word_freq_over	word_freq_parts	word_freq_receive	word_freq_remove	word_freq_your	char_freq_exclamation_point	char_freq_dollar_sign	capital_run_length_longest	spam
0	0.000	0.000	0.000	0.000	0.000	0.000	9.090	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.000	0
0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.000	0
0	0.000	0.000	0.100	0.520	0.100	0.000	0.000	0.000	0.000	0.000	0.100	0.000	0.000	0.000	0.000	0.200	0.000	0.029	32.000	0
0	0.000	0.000	0.110	0.780	0.220	0.000	0.000	0.000	0.000	0.000	0.000	0.110	0.000	0.000	0.000	0.220	0.000	0.031	32.000	0
0	0.000	0.000	0.020	0.460	0.100	0.000	0.000	0.000	0.000	0.000	0.050	0.050	0.000	0.000	0.000	0.080	0.000	0.007	52.000	0
0	0.000	0.000	0.000	0.390	0.260	0.390	0.000	0.000	0.000	0.000	0.260	0.130	0.000	0.000	0.000	1.050	0.035	0.053	107.000	0
0	0.000	0.000	2.940	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.940	0.000	0.000	1.000	0
0	0.000	0.000	0.000	1.810	0.000	0.000	0.000	0.000	0.000	0.000	1.810	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3.000	0
0	0.000	0.240	0.490	1.970	0.000	0.000	0.490	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.037	0.000	12.000	0
0	0.480	0.000	0.000	1.440	0.480	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.119	0.059	115.000	0
0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.000	0
0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	6.000	0
0	0.000	0.000	1.520	2.530	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.094	0.000	12.000	0
0	0.000	0.000	1.200	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.200	0.000	0.000	2.000	0
0	0.000	0.000	4.760	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.000	0
0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	6.660	0.000	0.000	1.000	0
0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3.700	0.000	0.000	0.000	0.000	7.400	0.000	0.000	0.000	0.000	0.000	3.000	0
0	0.000	0.000	0.000	0.000	0.590	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.190	0.102	0.000	7.000	0
0	0.000	0.000	0.050	0.670	0.050	0.000	0.000	0.000	0.000	0.000	0.300	0.000	0.000	0.000	0.000	0.150	0.000	0.014	85.000	0
0	0.000	0.000	0.080	0.760	0.080	0.000	0.000	0.080	0.000	0.000	0.170	0.080	0.000	0.000	0.000	0.250	0.000	0.024	47.000	0
0	0.150	0.000	0.000	3.110	0.070	1.010	0.000	0.070	0.460	0.070	0.230	0.000	0.000	0.000	0.000	0.000	0.000	0.043	24.000	0
0	0.000	2.230	1.490	2.980	0.000	0.000	0.000	0.000	0.000	0.000	0.740	0.000	0.000	0.000	0.000	0.740	0.000	0.000	12.000	0
0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	8.000	0
0	0.000	0.340	0.680	0.340	1.020	0.000	0.340	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.387	0.000	15.000	0
0	0.000	0.430	0.860	6.030	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.860	0.065	0.000	40.000	0
0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	4.000	0
0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.391	0.000	4.000	0
0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	5.000	0
0	0.000	0.000	0.000	13.040	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	19.000	0
0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.000	0
0	0.000	0.000	0.000	0.000	2.500	0.000	0.000	0.000	5.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.000	0
0	0.000	0.000	0.000	0.720	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.124	0.000	30.000	0
0	0.000	0.110	0.000	1.580	0.220	0.000	0.000	0.030	0.000	0.000	0.030	0.070	0.000	0.000	0.000	0.560	0.028	0.016	20.000	0
0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	4.000	0
0	0.000	0.000	0.000	3.950	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.430	0.056	0.000	16.000	0
0	1.250	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.880	0.000	0.000	8.000	0
0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	76.000	0
0	0.000	0.000	0.000	0.470	0.000	0.000	0.000	0.230	0.000	0.000	0.230	0.230	0.000	0.000	0.000	0.000	0.000	0.000	8.000	0
0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3.000	0
0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	4.000	0
0	0.000	0.000	0.000	0.000	0.320	0.000	1.300	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.320	0.000	0.000	17.000	0
0	0.000	0.000	0.580	2.330	0.580	0.580	0.000	0.000	0.000	0.000	1.160	0.000	0.000	0.000	0.000	0.000	0.407	0.407	17.000	0
0	0.000	0.630	1.910	2.540	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.630	0.000	0.000	12.000	0
0	0.000	0.000	0.000	0.870	0.000	0.000	0.000	0.000	0.000	0.000	0.100	0.210	0.000	0.000	0.000	0.000	0.000	0.031	12.000	0
0	0.000	0.000	0.000	2.650	0.000	0.000	0.480	0.000	0.000	0.000	0.000	0.240	0.000	0.000	0.000	0.000	0.000	0.000	44.000	0
0	0.000	0.740	0.000	0.740	0.000	0.000	0.000	0.000	0.000	0.000	0.240	0.490	0.000	0.000	0.000	0.490	0.000	0.027	157.000	0
0	0.000	0.000	0.000	0.880	0.000	0.880	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.760	0.000	0.000	3.000	0
0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	7.000	0
0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	5.000	0
0	0.000	0.000	1.660	1.660	0.000	0.000	0.000	0.000	0.000	1.660	0.000	0.000	0.000	0.000	0.000	1.660	0.000	0.000	7.000	0
0	0.000	0.000	1.660	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	26.000	0
0	0.000	0.000	0.000	7.200	0.000	0.000	0.000	0.000	0.900	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	19.000	0
0	0.000	0.000	0.000	0.000	0.360	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3.000	0
0	0.000	0.000	0.000	1.500	0.000	0.500	0.000	0.000	0.500	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	5.000	0
0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	5.000	0
0	0.000	0.000	14.280	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.000	0
0	0.000	0.000	20.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.000	0
0	0.000	0.000	20.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.000	0
0	0.000	0.000	20.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.000	0
0	0.000	0.000	20.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.000	0
0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	6.000	0
0	0.000	0.000	20.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.000	0
0	0.000	0.000	20.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.000	0
0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.000	0
0	0.000	0.000	20.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.000	0
0	0.000	0.000	20.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.000	0
0	0.000	0.000	20.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.000	0
0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.000	0
0	0.000	0.000	16.660	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.000	0
0	0.000	0.000	20.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.000	0
0	0.000	0.000	20.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.000	0
0	0.000	0.000	20.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.000	0
0	0.000	0.000	20.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.000	0
0	0.000	0.000	20.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.000	0
0	0.000	0.000	20.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.000	0
0	0.000	0.000	20.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.000	0
0	0.000	0.000	0.000	11.110	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.000	0
0	0.000	0.000	20.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.000	0
0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.000	0
0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	4.000	0
0	0.000	0.000	20.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.000	0
0	0.000	0.000	20.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.000	0
0	0.000	0.000	0.000	0.000	0.000	0.000	0.610	0.000	0.000	0.000	0.150	0.000	0.000	0.300	0.000	1.070	0.000	0.000	20.000	0
0	0.000	0.000	0.000	1.800	0.000	0.720	0.000	0.000	0.000	0.000	1.800	0.000	0.000	0.000	0.000	1.080	0.000	0.000	12.000	0
0	0.000	0.000	1.350	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	6.000	0
0	0.000	4.000	2.000	4.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	11.000	0
0	0.000	0.000	0.010	0.000	0.150	0.220	0.100	0.050	0.030	0.000	0.130	0.030	0.000	0.030	0.000	0.330	0.002	0.007	36.000	0
0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	6.000	0
0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.680	0.000	0.000	0.000	0.000	0.000	0.000	0.000	18.000	0
0	0.000	0.490	0.000	1.980	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	13.000	0
0	0.230	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.230	0.000	0.000	0.230	0.000	0.000	0.000	74.000	0
0	0.000	0.000	0.000	1.610	0.000	0.000	0.000	0.000	0.530	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	5.000	0
0	0.000	0.000	10.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	9.000	0
0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3.000	0
0	0.000	0.880	0.000	0.440	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	15.000	0
0	0.000	0.880	0.880	1.330	0.440	0.000	0.000	0.000	0.000	0.000	0.440	0.000	0.000	0.000	0.000	2.220	0.050	0.000	45.000	0
0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.810	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	9.000	0
0	0.000	0.000	0.000	0.000	1.490	0.000	0.000	0.000	1.490	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.238	0.000	8.000	0
0	0.000	0.000	0.000	1.150	0.000	0.000	0.230	0.000	0.230	0.000	0.000	0.230	0.000	0.000	0.000	0.000	0.159	0.000	13.000	0
0	0.000	0.560	0.000	1.700	0.280	0.000	0.000	0.000	0.000	0.000	0.280	0.000	0.000	0.000	0.000	0.000	0.000	0.000	55.000	0
0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	4.000	0
0	0.000	0.000	1.880	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.880	0.000	0.000	3.000	0
0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.710	0.000	0.000	26.000	0
0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3.000	0
0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	13.000	0
0	0.000	1.310	0.000	0.000	1.310	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.139	0.000	15.000	0
0	0.000	0.000	0.000	3.030	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.600	0.000	0.000	0.000	0.000	0.000	0.000	9.000	0
0	0.000	0.850	2.560	4.270	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	12.000	0
0	0.000	0.000	0.670	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.670	0.000	0.000	0.000	0.000	1.340	0.000	0.000	5.000	0
0	0.000	1.110	0.000	4.440	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	12.000	0
0	0.000	0.200	0.520	0.410	0.310	0.000	0.000	0.000	0.410	0.000	1.040	0.100	1.570	0.000	0.000	0.000	0.000	0.016	47.000	0
0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.700	0.000	0.000	0.000	0.000	0.000	0.000	0.000	5.000	0
0	0.000	0.000	0.000	1.400	0.280	0.000	0.000	0.000	0.000	0.000	0.840	0.000	0.000	0.000	0.000	0.000	0.000	0.000	7.000	0
0	0.000	0.000	0.000	15.380	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	53.000	0
0	0.100	0.000	0.000	3.140	0.100	0.100	0.000	0.100	0.000	0.000	0.000	0.000	0.000	0.310	0.000	0.000	0.000	0.063	26.000	0
0	0.000	0.000	0.800	0.000	0.000	0.000	0.000	0.000	0.000	0.800	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.265	3.000	0
0	0.000	0.000	0.000	6.890	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	11.000	0
0	0.000	2.320	2.320	4.650	0.000	0.000	2.320	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	11.000	0
0	0.000	1.220	0.000	0.610	0.000	0.000	0.610	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	19.000	0
0	0.000	0.000	3.440	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.000	0
0	0.000	0.000	0.000	3.500	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	11.000	0
0	0.000	0.290	0.000	0.140	0.000	0.000	0.140	0.000	0.000	0.000	0.140	0.000	0.140	0.000	0.000	0.000	0.021	0.000	11.000	0
0	0.000	1.440	4.340	2.890	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.440	0.000	0.000	11.000	0
0	0.000	0.000	0.000	0.000	0.000	0.000	0.580	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	21.000	0
0	0.000	0.000	0.400	0.000	0.000	0.000	0.400	0.000	0.000	0.000	0.000	0.400	0.000	0.000	0.000	0.400	0.000	0.000	8.000	0
0	0.000	0.000	0.590	0.000	0.590	0.000	0.000	0.000	0.000	0.000	0.590	0.000	0.000	0.000	0.000	0.590	0.000	0.000	8.000	0
0	0.000	0.000	0.000	2.440	0.300	0.300	0.000	0.000	0.000	0.000	0.610	0.000	1.520	0.000	0.000	0.300	0.000	0.086	19.000	0
0	0.000	0.000	20.000	0.000	0.000	0.000	0.000	20.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.000	0
0	0.000	0.000	14.280	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.000	0
0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.490	0.000	0.000	6.000	0
0	0.000	0.000	1.230	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	28.000	0
0	0.000	0.000	0.080	0.770	0.080	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.250	0.000	0.024	36.000	0
0	0.000	0.000	0.740	0.000	0.000	0.000	0.000	0.000	0.000	0.740	0.000	0.000	0.000	0.000	0.000	0.000	0.124	0.000	31.000	0
0	0.000	0.000	0.000	0.000	0.860	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.860	0.167	0.000	4.000	0
0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	5.000	0
0	0.000	0.000	0.000	2.120	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	6.000	0
0	0.000	0.000	1.160	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.000	0
0	0.000	0.000	0.000	1.900	0.000	1.900	0.000	0.000	0.000	0.000	0.470	0.000	0.000	0.000	0.000	0.000	0.000	0.000	5.000	0
0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.333	0.000	4.000	0
0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	8.333	0.000	3.000	0
0	0.000	0.000	0.000	0.640	0.000	0.000	0.000	0.320	0.000	0.000	0.320	0.000	0.000	0.000	0.000	0.000	0.000	0.000	18.000	0
0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.632	0.000	1.000	0
0	0.000	0.330	1.340	1.340	0.000	0.000	0.000	0.000	0.000	0.000	0.330	0.000	0.000	0.000	0.000	0.330	0.000	0.000	12.000	0
0	0.000	0.000	0.000	0.270	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.270	0.000	0.000	0.000	0.540	0.000	0.078	18.000	0
0	0.000	1.260	0.000	2.530	1.260	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.149	0.000	10.000	0
0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.000	0
0	0.000	0.000	0.220	0.680	0.000	0.220	0.000	0.000	0.000	0.000	0.220	0.000	0.000	0.000	0.000	0.000	0.000	0.000	152.000	0
0	0.000	0.000	4.540	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	6.000	0
0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.810	0.000	0.000	0.000	0.000	0.000	0.000	1.400	0.000	0.000	38.000	0
0	0.000	0.000	0.000	0.000	0.000	0.840	1.690	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	12.000	0
0	0.000	0.990	0.660	0.990	0.660	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.660	0.000	0.000	13.000	0
0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.000	0.000	0.000	0.900	0.281	0.000	13.000	0
0	0.000	2.430	0.000	4.870	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	10.000	0
0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.960	0.000	0.000	0.000	0.000	0.000	0.000	0.000	7.000	0
0	0.190	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.190	0.000	0.031	7.000	0
0	0.000	4.340	4.340	8.690	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	11.000	0
0	0.000	1.740	1.160	1.740	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	12.000	0
0	0.000	0.670	2.010	2.680	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	17.000	0
0	0.000	0.000	0.000	2.630	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	10.000	0
0	0.000	0.320	0.640	1.280	0.000	0.000	0.640	0.000	0.000	0.000	0.320	0.000	0.000	0.000	0.000	0.320	0.094	0.000	13.000	0
0	0.000	0.000	0.000	0.000	0.000	0.000	1.030	0.000	0.000	0.000	0.510	0.000	0.000	0.000	0.000	0.000	0.000	0.000	11.000	0
0	0.000	0.000	4.440	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.220	0.000	0.000	12.000	0
0	0.000	0.000	0.000	0.000	1.400	0.000	1.400	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.497	0.000	10.000	0
0	0.000	0.000	0.000	0.000	0.000	0.000	0.970	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.970	0.000	0.000	11.000	0
0	0.000	0.000	0.000	0.000	0.000	0.000	2.320	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	5.000	0
0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.260	5.000	0
0	0.000	0.000	0.000	0.000	0.000	0.000	3.570	0.000	0.000	0.000	0.000	3.570	0.000	0.000	0.000	0.000	0.000	0.000	1.000	0
0	0.000	0.000	0.000	0.000	0.000	0.000	1.720	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	16.000	0
0	0.000	0.000	0.000	0.000	0.000	0.000	0.680	0.000	0.680	0.000	0.000	0.000	0.000	0.000	0.000	0.680	0.000	0.000	6.000	0
0	0.000	0.000	0.000	0.000	0.000	0.000	2.850	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3.000	0
0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	7.690	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.000	0
0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	5.000	0
0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	7.000	0
